Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
SA-21,G,RBC,1.02,F,SI2,EX,EX,VG,N,N,6.38*6.41*4.00,GIA,2296391251,,3658.000,,,,62.50,58.00,,,,,,,15.50,,43.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-32A,G,PR,1.00,H,SI1,G,EX,VG,S,BLUE,5.19*5.11*4.02,GIA,2354518720,,2040.000,,,,78.60,72.00,VTK to ETK,,,,NON,,,,,,GIA 2354518720 ,Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-16,G,RBC,1.00,G,SI2,VG,VG,G,N,N,6.30*6.23*4.05,IGI,400911922,,2198.000,,,,64.50,55.00,MED to STK,,,Faceted,,,17.00,36.90,42.50,40.50,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
230-258A,G,RBC,0.24,F,VVS1,EX,EX,EX,N,N,4.01*3.99*2.47,GIA,6345976602,,1581.000,,,,61.90,58.00,THN to MED,,3.00,Faceted,NONE,,15.50,36.50,43.50,41.00,GIA 6345976602,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-7,G,RBC,1.00,G,I1,EX,EX,EX,F,N,6.38*6.33*3.99,GIA,6342255506,,2700.750,,,,62.80,56.00,,,,,,,16.00,,43.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-10F,G,PB,0.30,H,SI1,EX,EX,VG,N,N,6.08*3.71*2.19,GIA,6352589201,,726.000,,,,58.90,60.00,MED to THK,,,Faceted,NON,,,,,,GIA 6352589201,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-97B,G,PR,0.69,H,SI2,EX,EX,G,N,N,4.80*4.79*3.45,GIA,1348798679,,1003.500,,,,72.00,72.00,STK to THK,,,Faceted,NONE,,,,,,GIA 1348798679,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-3,G,RBC,0.97,G,I1,G,VG,G,N,N,6.22*6.10*4.02,GIA,2347252169,,2128.000,,,,65.30,57.00,,,,,,,16.00,,44.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
211-221A,G,RBC,1.00,M,SI2,VG,EX,VG,F,N,6.28*6.34*3.95,IGI,414079633,,1106.000,,,,62.50,60.00,Slightly Thick To Thick (Faceted) ,,4.40,,Pointed,,14.50,35.40,44.00,41.40,,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-W, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
2039-2,G,PR,2.00,J,VVS2,VG,EX,EX,N,N,6.59*6.57*5.11,IGI,400911919,,3785.500,,,,77.80,71.50,MED to MED,,,Faceted,,,18.00,54.50,57.50,39.20,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
2986-7,G,CU,1.10,G,VVS1,G,EX,EX,N,N,5.69*5.64*3.90,GIA,2337183288,,3085.350,,,,69.20,65.00,STK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-293A,G,RBC,0.40,M,VS2,EX,EX,VG,N,N,4.70*4.64*2.96,GIA,6345766038,,546.000,,,,63.30,56.00,THN to STK,,3.50,Faceted,NONE,,16.50,36.50,43.00,40.80,GIA 6345766038,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
8775-16,G,OV,0.70,D,VS1,,EX,VG,S,N,6.86*5.12*3.10,GIA,2328604334,,2222.000,,,,60.50,60.00,,,,,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-180A,G,RBC,0.52,J,VS2,EX,EX,EX,F,N,5.15*5.12*3.18,GIA,3355630604,,1248.670,,,,62.00,60.00,MED to STK,,4.00,Faceted,NON,,14.00,34.50,44.00,41.60,GIA 3355630604,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-192B,G,RBC,0.30,M,SI2,EX,EX,VG,N,N,4.33*4.29*2.62,GIA,6351630496,,427.120,,,,60.90,59.00,MED to STK,,4.00,Faceted,NON,,13.50,33.50,43.00,40.80,GIA 6351630496,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-102A,G,RBC,1.00,D,I1,F,EX,VG,M,BLUE,6.08*6.03*4.02,GIA,3355505346,,2182.500,,,,66.40,54.00,STK to ETK,,,F,NON,,19.00,40.00,39.50,38.40,,"Additional twinning wisps, clouds and pinpoints are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-85D,G,PB,0.39,G,VVS2,EX,EX,VG,N,N,6.34*4.11*2.40,GIA,7343851033,,1088.000,,,,58.40,61.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 7343851033,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-111A,G,RBC,0.60,M,SI2,EX,EX,EX,F,N,5.49*5.48*3.24,GIA,7358630691,,709.150,,,,59.10,62.00,MED to STK,,3.50,Faceted,NON,,12.50,33.00,43.50,41.00,GIA 7358630691,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-29D,G,OV,0.49,E,SI2,VG,VG,G,F,N,6.73*4.27*2.66,GIA,6352627806,,1032.000,,,,62.20,58.00,VTN to VTK,,,Faceted,NON,,,,,,GIA 6352627806,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-91A,G,OV,0.90,J,SI2,VG,EX,G,F,N,7.91*5.42*3.28,GIA,1348939976,,1343.250,,,,60.50,53.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 1348939976,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-106A,G,PB,0.70,H,SI2,EX,EX,VG,M,BLUE,8.22*4.83*2.93,GIA,3355570004,,1296.000,,,,60.70,58.00,MED to VTK,,,Faceted,NON,,,,,,GIA 3355570004,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-98D,G,OV,0.30,I,SI1,G,VG,G,N,N,5.28*3.62*2.33,GIA,6351056146,,616.000,,,,64.30,63.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 6351056146,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
19845-155,G,PB,0.50,J,SI2,,G,G,N,N,7.01*4.23*2.70,GIA,7276177569,,817.500,,,,63.80,57.00,,,,,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
231-126A,G,RBC,0.24,G,VVS1,EX,EX,EX,N,N,3.99*3.97*2.50,GIA,6352588545,,1317.200,,,,62.90,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 6352588545,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-291A,G,RBC,0.30,D,VVS1,EX,VG,EX,N,N,4.27*4.26*2.68,GIA,6351360872,,1967.000,,,,62.80,56.00,MED to STK,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6351360872,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
240-287A,G,RBC,0.19,E,VS2,EX,EX,EX,N,N,3.76*3.75*2.27,GIA,2357588710,,1289.600,,,,60.50,59.00,MED to STK,,3.50,Faceted,NON,,13.00,32.50,43.50,41.40,GIA 2357588710,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-77B,G,PB,0.30,H,VS2,EX,EX,VG,F,N,5.99*3.69*2.32,GIA,6355628323,,861.250,,,,62.80,59.00,MED to VTK,,,Faceted,NON,,,,,,GIA 6355628323,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-108A,G,EM,0.70,G,VS2,VG,VG,G,S,BLUE,6.33*3.94*2.69,GIA,7358569742,,1494.000,,,,68.30,59.00,THN to THK,,,,NON,,,,,,GIA 7358569742,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-105D,G,RBC,0.23,F,VVS1,EX,EX,EX,N,N,4.00*3.98*2.41,GIA,6351230074,,1666.250,,,,60.40,58.00,MED to STK,,3.50,Faceted,NONE,,13.50,32.50,44.00,41.40,GIA 6351230074 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-27A,G,RBC,1.05,F,IF,EX,EX,EX,M,BLUE,6.49*6.45*4.06,GIA,7358538620,,6064.020,,,,62.70,56.00,MED to STK,,,F,NON,,16.00,36.00,43.00,41.00,GIA 7358538620,Surface graining is not shown. Minor details of polish are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-90A,G,OV,1.29,L,I1,EX,EX,VG,S,BLUE,8.19*6.15*3.89,GIA,1343956737,,1173.000,,,,63.30,59.00,MED to THK,,,Faceted,NONE,,,,,,,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-115A,G,CU,1.19,M,VS2,VG,EX,VG,F,N,5.80*5.63*4.08,GIA,6355103630,,1995.000,,,,72.40,57.00,VTK to ETK,,,F,NON,,,,,,GIA 6355103630,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-U, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
228-4A,G,PR,0.31,F,VS2,G,EX,VG,N,N,3.81*3.64*2.41,GIA,6345889224,,945.000,,,,66.20,74.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 6345889224,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-266A,G,EM,0.40,F,VVS1,EX,EX,VG,N,N,4.98*3.45*2.39,GIA,2357026521,,1140.000,,,,69.10,63.00,MED to THK,,,Faceted,NONE,,,,,,GIA 2357026521,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
7217-10,G,CU,1.20,H,VS2,G,EX,VG,N,N,6.01*5.64*4.05,GIA,6355203017,,2875.000,,,,71.90,65.00,THK to VTK,,,Faceted,,,,,,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
223-49A,G,OV,2.01,K,VS2,G,EX,VG,S,BLUE,9.12*6.77*4.67,GIA,1345482500,,3064.500,,,,69.00,57.00,MED to ETK,,,Faceted,NONE,,,,,,GIA 1345482500,"Clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
232-256A,G,EM,0.31,J,SI2,EX,EX,VG,N,N,4.30*3.24*2.19,GIA,1353258951,,408.000,,,,67.60,63.00,4.3,,,3.24,2.19,,,,,,GIA 1353258951,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-27B,G,RBC,0.34,E,IF,EX,EX,EX,M,BLUE,4.50*4.48*2.75,GIA,5356516788,,2030.000,,,,61.20,60.00,MED to STK,,3.50,Faceted,NON,,13.00,33.00,44.50,41.60,GIA 5356516788 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-22A,G,EM,0.70,H,VVS1,EX,EX,VG,S,BLUE,5.97*4.11*2.79,GIA,6351001090,,1498.500,,,,67.90,61.00,MED to STK,,,Faceted,NONE,,,,,,GIA 6351001090,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-104A,G,MQ,0.50,H,SI2,EX,EX,VG,N,N,7.55*4.35*2.62,GIA,6352143620,,927.000,,,,60.10,62.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6352143620,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-109A,G,OV,1.00,M,SI1,G,VG,VG,N,N,7.25*5.47*3.54,GIA,5356153360,,815.000,,,,64.70,57.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 5356153360,Additional pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-435B,G,OV,0.30,J,SI2,EX,EX,VG,N,N,5.26*3.68*2.32,GIA,2346955603,,492.000,,,,62.90,58.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2346955603,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-17A,G,PR,0.80,E,SI2,VG,EX,G,N,N,5.01*4.93*3.69,GIA,6355092342,,1305.000,,,,74.80,71.00,THK,,,Faceted,NONE,,,,,,GIA 6355092342,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-7D,G,RBC,0.41,J,VS2,EX,EX,EX,N,N,4.76*4.74*2.98,GIA,6351536800,,964.580,,,,62.80,56.00,MED to STK,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,GIA 6351536800,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-5A,G,OV,1.20,L,SI1,EX,EX,VG,N,N,8.47*5.98*3.57,GIA,5356288233,,1464.000,,,,59.70,62.00,THN to THK,,,Faceted,NON,,,,,,GIA 5356288233,Additional pinpoints are not shown. Surface graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-300A,G,RBC,0.50,M,VS1,VG,EX,VG,N,N,4.96*4.90*3.16,GIA,2356143468,,592.000,,,,64.00,57.00,STK to THK,,5.00,Faceted,VSM,,17.50,38.50,41.50,39.80,GIA 2356143468,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-87A,G,OV,1.00,L,SI2,VG,VG,VG,F,N,7.56*5.63*3.52,IGI,432029816,,1265.000,,,,62.50,56.50,Slightly Thick To Thick (Faceted) ,,5.60,,Pointed,,16.50,40.10,40.50,38.30,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
214-54A,G,RBC,1.00,G,SI2,G,EX,VG,M,N,6.21*6.25*4.02,IGI,407973586,,1750.000,,,,64.50,57.00,Slightly Thick To Thick (Faceted) ,,5.10,Faceted,Pointed,,17.00,38.50,42.00,40.30,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-101A,G,RBC,0.50,E,I1,EX,EX,VG,F,N,5.10*5.04*3.19,GIA,2356623344,,1220.000,,,,62.90,55.00,MED to STK,,3.00,Faceted,NON,,16.50,36.00,43.50,41.20,GIA 2356623344,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-14A,G,PB,1.51,I,SI2,EX,EX,VG,N,N,9.80*6.51*3.97,GIA,1349897940,,3365.500,,,,60.90,61.00,THN to THK,,,Faceted,NONE,,,,,,GIA 1349897940,"Additional clouds, a pinpoint and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-100B,G,MQ,0.50,K,VVS2,G,EX,VG,N,N,7.96*4.20*2.35,GIA,7351014210,,645.000,"K,FB",,,55.90,62.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 7351014210,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
218-168A,M,MQ,0.46,I,VS1,EX,EX,VG,N,N,7.28*4.05*2.59,GIA,5346461977,,952.000,,,,64.10,53.00,THK to ETK,,,Faceted,NONE,,,,,,GIA 5346461977,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-36B,G,RBC,0.46,I,VVS1,VG,EX,VG,F,N,4.98*4.93*2.98,GIA,7358569749,,1215.500,,,,60.10,63.00,MED to THK,,5.00,Faceted,NON,,11.50,32.00,43.50,41.00,GIA 7358569749 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-40G,G,PB,0.38,D,VVS1,EX,EX,VG,N,N,6.39*4.14*2.52,GIA,6341720790,,1311.000,,,,60.70,56.00,MED to THK,,,Faceted,NONE,,,,,,GIA 6341720790,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-144A,G,PB,0.50,I,VS2,G,EX,VG,M,BLUE,6.31*4.28*2.92,GIA,2346719678,,874.000,,,,68.20,64.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 2346719678,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-4A,G,OV,1.20,M,SI2,VG,EX,VG,N,N,8.49*5.84*3.55,GIA,7358104136,,1073.500,,,,60.70,60.00,THK to VTK,,,Faceted,NONE,,,,,,GIA 7358104136,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-12A,G,RBC,0.90,F,SI1,EX,EX,EX,N,N,6.21*6.17*3.81,GIA,7351034661,,3267.000,,,,61.60,61.00,MED to STK,,4.00,Faceted,NONE,,13.00,33.50,44.50,41.80,GIA 7351034661,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
211-214A,G,RBC,1.01,M,SI2,EX,EX,VG,N,N,6.47*6.52*3.90,IGI,407973590,,1309.000,,,,59.90,61.00,Medium (Faceted) ,,3.80,Faceted,Pointed,,13.00,33.20,43.50,41.10,,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-45A,G,RBC,1.40,M,SI2,EX,EX,EX,M,BLUE,7.14*7.08*4.46,GIA,6341787606,,1827.000,"M,FB",,,62.80,56.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.00,40.60,GIA 6341787606,A pinpoint is not shown. Internal graining is not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-148A,M,RBC,0.36,F,VS1,EX,EX,VG,F,N,4.58*4.54*2.83,GIA,7356536047,,1407.000,,,,62.10,58.00,MED to STK,,4.00,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 7356536047,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-67A,G,OV,1.00,J,SI2,G,EX,VG,F,N,7.60*5.36*3.49,GIA,2356360435,,1648.000,,,,65.10,53.00,THK to ETK,,,Faceted,NON,,,,,,GIA 2356360435,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-494A,G,RBC,0.51,M,VS1,EX,EX,EX,M,BLUE,5.11*5.08*3.18,GIA,7356143407,,760.000,,,,62.50,57.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.00,40.80,GIA 7356143407,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-98A,G,RBC,1.05,M,SI2,EX,EX,EX,N,N,6.62*6.57*3.99,GIA,2357170809,,1449.000,,,,60.50,56.00,MED to STK,,3.50,Faceted,NONE,,14.00,32.50,43.00,40.80,GIA 2357170809,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-56A,G,OV,0.46,F,SI1,VG,EX,G,N,N,5.78*4.37*2.71,GIA,1343812411,,998.750,,,,62.10,59.00,THN to VTK,,,Faceted,NONE,,,,,,GIA 1343812411,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-1O,G,PB,0.64,K,SI1,EX,EX,G,M,BLUE,7.51*4.73*2.84,GIA,2346955846,,663.000,,,,59.90,62.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2346955846,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-305A,G,RBC,0.31,M,VVS1,EX,EX,EX,N,N,4.36*4.34*2.75,GIA,7356097372,,682.500,,,,63.10,57.00,MED to STK,,3.50,Faceted,NONE,,15.00,34.50,44.50,41.80,GIA 7356097372,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-20A,G,PB,0.33,I,VVS2,EX,EX,VG,N,N,5.83*3.84*2.36,GIA,6342307791,,736.450,,,,61.60,58.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 6342307791,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-458A,G,OV,1.04,E,SI2,VG,VG,VG,M,N,7.97*5.92*3.45,IGI,400945516,,1494.500,,,,58.30,58.50,Thin To Slightly Thick (Faceted),,3.70,Faceted,Pointed,,13.50,36.20,41.00,38.70,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-321A,G,PB,0.41,H,SI2,EX,EX,VG,F,N,6.54*4.20*2.48,GIA,2347827774,,760.500,,,,59.10,60.00,THN to THK,,,Faceted,NONE,,,,,,GIA 2347827774,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-22B,M,OV,1.00,E,VVS1,G,EX,G,N,N,7.78*5.60*3.37,GIA,6355364092,,4777.500,,,,60.20,60.00,MED to ETK,,,Faceted,NON,,,,,,GIA 6355364092,Surface graining is not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
