Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
228-97A,G,R,0.30,H,SI1,G,VG,VG,F,N,4.19*4.13*2.68,No,,GIA,2346890410,,,977.500,-42.500,,,64.60,58.00,,,5.50,Faceted,NON,,16.50,38.50,42.50,40.40,GIA 2346890410,,"Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346890410&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
224-44E,G,R,0.54,J,VS1,EX,EX,EX,S,B,5.28*5.27*3.22,No,,GIA,7343827349,,,1651.000,-36.500,,,61.10,59.00,,,3.50,Faceted,NON,,13.00,33.00,44.50,41.60,GIA 7343827349,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7343827349&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-256A,G,R,0.30,J,VVS2,G,EX,VG,N,N,4.19*4.14*2.72,No,,GIA,5343971942,,,927.000,-48.500,,,65.40,62.00,,,6.00,Faceted,NON,,13.00,34.50,46.00,42.80,GIA 5343971942,,"Pinpoint, Internal Graining, Indented Natural, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5343971942&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-96A,G,R,1.00,O,SI2,VG,EX,VG,N,N,6.25*6.18*4.00,No,,GIA,6352137871,,,1410.000,-53.000,,,64.30,55.00,,,5.50,Faceted,NON,,16.50,36.50,42.00,40.00,GIA 6352137871,,"Feather, Cavity, Natural, Extra Facet","GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352137871&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
224-18E,G,OV,0.30,H,SI1,VG,EX,VG,F,N,5.19*3.93*2.39,No,,GIA,6345693533,,,923.000,-29.000,,,60.90,59.00,,,,Faceted,NON,,,,,,GIA 6345693533,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345693533&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
214-156A,G,OV,1.01,I,SI2,G,G,,N,N,7.22*5.46*3.56,No,,IGI,407973585,,,4100.000,0.000,,,65.20,54.50,,,9.20,,Pointed,,17.50,40.60,38.50,37.10,,,,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.igiworldwide.com/search_report.aspx,,,,,,,,,1,
221-347A,G,R,0.33,J,SI2,EX,EX,EX,N,N,4.53*4.51*2.68,No,,GIA,2344877873,,,896.000,-36.000,,,59.20,61.00,,,3.00,Faceted,NON,,13.00,33.50,43.00,40.80,GIA 2344877873,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2344877873&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-216A,G,R,0.30,D,SI1,G,EX,G,N,N,4.20*4.11*2.70,No,,GIA,6341955259,,,2100.000,0.000,,,65.00,57.00,,,5.50,Faceted,NON,,17.00,37.50,43.00,40.60,GIA 6341955259,,"Crystal, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341955259&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-385A,G,MQ,0.30,I,VS1,EX,VG,VG,N,N,7.27*3.52*2.07,No,,GIA,3345863059,,,754.000,-42.000,,,58.90,54.00,,,,Faceted,NON,,,,,,GIA 3345863059,,"Indented Natural, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345863059&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-61A,G,R,0.40,L,VS2,VG,EX,EX,F,N,4.64*4.61*2.97,No,,GIA,2347939812,,,777.000,-44.500,,,64.20,58.00,,,5.00,Faceted,NON,,15.50,36.50,43.50,41.20,GIA 2347939812,,"Feather, Crystal, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347939812&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-156A,G,R,0.31,E,IF,EX,EX,EX,N,N,4.34*4.31*2.71,No,,GIA,6352160327,,,1950.000,-35.000,,,62.50,55.00,,,3.50,Faceted,NON,,16.50,36.00,43.00,40.80,GIA 6352160327,,Minor Details of Polish,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352160327&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-336A,G,OV,0.50,K,VS2,G,EX,G,F,N,5.72*4.42*2.92,No,,GIA,7346752858,,,840.000,-44.000,,,66.10,53.00,,,,Faceted,NON,,,,,,GIA 7346752858,,"Feather, Crystal, Indented Natural, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346752858&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-149A,G,R,0.33,I,VVS1,EX,EX,EX,F,N,4.41*4.38*2.76,No,,GIA,6355040426,,,1113.000,-47.000,,,62.70,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.20,GIA 6355040426,,Pinpoint,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6355040426&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
211-150A,G,R,1.00,I,VS2,VG,EX,VG,N,N,6.34*6.25*3.94,No,,GIA,1343110101,,,3795.000,-42.500,,,62.60,58.00,,,5.00,Faceted,NON,,15.50,36.50,42.00,40.20,GIA 1343110101,,"Feather, Pinpoint, Indented Natural, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343110101&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-60A,G,R,0.32,H,VVS2,EX,EX,EX,F,N,4.40*4.37*2.72,No,,GIA,1349851693,,,1323.000,-37.000,,,62.00,55.00,,,3.50,Faceted,NON,,16.00,35.50,42.50,40.60,GIA 1349851693,,"Pinpoint, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349851693&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-254A,G,R,0.32,H,VVS2,EX,EX,EX,N,N,4.40*4.39*2.71,No,,GIA,3345852639,,,1260.000,-40.000,,,61.60,57.00,,,3.50,Faceted,NON,,15.00,35.50,43.00,40.80,GIA 3345852639,,"Needle, Pinpoint, Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345852639&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-260A,G,R,0.36,G,SI1,EX,EX,EX,N,N,4.66*4.63*2.75,No,,GIA,2348693472,,,1278.000,-29.000,,,59.10,59.00,,,3.00,Faceted,NON,,13.00,32.50,43.00,40.80,GIA 2348693472,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2348693472&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
214-142A,G,OV,0.96,N,SI2,VG,VG,G,N,N,7.61*5.67*3.47,No,,GIA,1343512509,,,1700.000,0.000,,,61.20,58.00,,,,Faceted,NON,,,,,,GIA 1343512509,"Additional twinning wisps, clouds, pinpoints and surface graining are not shown.","Crystal, Twinning Wisp, Feather, Cavity, Indented Natural, Needle, Extra Facet","GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343512509&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-27A,G,R,0.34,F,VVS1,EX,EX,EX,F,N,4.48*4.46*2.81,No,,GIA,1353001542,,,1512.000,-44.000,,,62.80,55.00,,,3.50,Faceted,NON,,16.50,36.00,43.00,40.80,GIA 1353001542,,"Pinpoint, Internal Graining, Feather, Surface Graining","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1353001542&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-227A,G,OV,0.40,I,VS1,G,EX,VG,N,N,5.82*3.94*2.60,No,,GIA,6352080606,,,1105.000,-35.000,,,66.00,57.00,,,,Faceted,NON,,,,,,GIA 6352080606,,"Feather, Indented Natural, Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352080606&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-26A,G,MQ,0.90,E,IF,G,EX,VG,N,N,9.03*4.88*3.33,No,,GIA,1343811075,,,7700.000,0.000,,,68.30,53.00,,,,Faceted,NON,,,,,,GIA 1343811075,,"Surface Graining, Minor Details of Polish","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343811075&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-2A,G,HR,1.00,F,SI1,EX,EX,VG,N,N,6.18*6.71*4.12,No,,GIA,2347897718,,,5900.000,0.000,,,61.50,55.00,,,,Faceted,NON,,,,,,GIA 2347897718,Additional clouds are not shown. Pinpoints are not shown.,"Crystal, Feather, Cloud, Cavity, Needle, Indented Natural, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347897718&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-19A,G,PE,1.00,G,VVS1,EX,EX,VG,N,N,8.40*5.65*3.45,No,,GIA,2356067257,,,3960.000,-45.000,,,61.00,55.00,,,,Faceted,NON,,,,,,GIA 2356067257,,"Pinpoint, Feather, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356067257&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-482A,G,R,0.30,K,VS2,VG,EX,EX,F,N,4.27*4.25*2.67,No,,GIA,6345851454,,,833.000,-40.500,,,62.60,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.00,GIA 6345851454,,"Feather, Cloud, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345851454&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-408A,G,R,0.30,L,SI1,EX,EX,VG,N,N,4.29*4.23*2.66,No,,GIA,1349827358,,,828.000,-31.000,,,62.40,59.00,,,4.00,Faceted,NON,,14.50,35.00,44.00,41.20,GIA 1349827358,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1349827358&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-41A,G,OV,0.30,J,VVS1,VG,EX,VG,F,N,5.29*3.73*2.30,No,,GIA,6352026814,,,744.000,-38.000,,,61.70,57.00,,,,Faceted,NON,,,,,,GIA 6352026814,,"Cloud, Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352026814&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
214-33A,G,OV,1.30,K,SI2,VG,EX,G,N,N,8.83*5.93*3.64,No,,GIA,7348664754,,,1736.000,-38.000,,,61.50,62.00,,,,Faceted,NON,,,,,,GIA 7348664754,"Clouds, pinpoints and surface graining are not shown.","Crystal, Feather, Needle, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7348664754&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
233-29A,G,OV,1.00,I,SI1,VG,EX,VG,N,N,7.24*5.59*3.74,No,,GIA,2357103751,,,4500.000,0.000,,,66.90,59.00,,,,Faceted,NON,,,,,,GIA 2357103751,,"Feather, Cloud, Pinpoint, Indented Natural, Natural, Extra Facet","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357103751&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
217-51A,G,OV,1.00,,SI2,G,EX,VG,N,N,7.80*5.28*3.45,No,,GIA,6341466372,,,2000.000,0.000,,,65.50,59.00,,,,Faceted,NON,,,,,,GIA 6341466372,,"Crystal, Feather, Cavity, Indented Natural, Pinpoint","GIA Color Is:-L,FB, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,"L,FB",,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341466372&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-15A,G,R,0.90,M,SI1,G,EX,VG,N,N,5.97*5.90*3.92,No,,GIA,1359098370,,,2700.000,0.000,,,66.00,58.00,,,6.50,Faceted,NON,,16.00,37.50,43.50,41.20,GIA 1359098370,,"Feather, Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1359098370&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-194A,G,R,0.30,G,SI1,G,EX,VG,N,N,4.17*4.12*2.68,No,,GIA,5353203139,,,862.710,-64.210,,,64.60,64.00,,,6.50,Faceted,NON,,14.00,38.00,44.00,41.40,GIA 5353203139,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5353203139&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-5A,G,PR,0.30,E,VS1,VG,EX,VG,N,N,3.59*3.58*2.66,No,,GIA,2347985775,,,1800.000,0.000,,,74.40,68.00,,,,,NON,,,,,,GIA 2347985775,,"Cloud, Feather, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347985775&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-90B,G,PR,0.91,F,SI2,EX,EX,VG,N,N,5.49*5.49*3.82,No,,GIA,5343904437,,,4300.000,0.000,,,69.70,73.00,,,,,NON,,,,,,GIA 5343904437,,"Feather, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5343904437&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-359A,G,R,0.40,J,VS2,VG,EX,EX,F,N,4.63*4.60*2.93,No,,GIA,6342765895,,,990.000,-45.000,,,63.50,59.00,,,5.00,Faceted,NON,,16.00,38.00,42.00,40.20,GIA 6342765895,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342765895&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-197A,G,R,0.31,F,VVS2,EX,EX,EX,F,N,4.34*4.33*2.70,No,,GIA,2346976873,,,1575.000,-37.000,,,62.20,59.00,,,4.00,Faceted,NON,,15.00,36.00,43.50,41.00,GIA 2346976873,,"Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346976873&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-315A,G,R,0.40,K,VVS1,EX,VG,EX,N,N,4.77*4.75*2.86,No,,GIA,1343693315,,,1178.000,-38.000,,,60.00,62.00,,,3.50,Faceted,NON,,13.00,34.50,43.00,41.00,GIA 1343693315,,"Cavity, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343693315&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-225A,G,R,0.40,J,VS2,VG,EX,VG,F,N,4.69*4.64*2.95,No,,GIA,2347765936,,,1044.000,-42.000,,,63.20,57.00,,,4.50,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 2347765936,,"Crystal, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347765936&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-90A,G,R,0.30,I,VS2,VG,EX,VG,N,N,4.20*4.16*2.69,No,,GIA,2357097416,,,954.000,-47.000,,,64.30,57.00,,,5.00,Faceted,NON,,17.00,38.00,42.50,40.40,GIA 2357097416,,"Cavity, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357097416&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-285A,G,EM,0.41,L,IF,EX,EX,VG,F,N,5.00*3.43*2.34,No,,GIA,5346706685,,,1300.000,0.000,,,68.40,62.00,,,,,NON,,,,,,GIA 5346706685,,"Natural, Minor Details of Polish","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5346706685&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
238-226A,G,R,0.34,I,VS1,EX,EX,EX,S,B,4.47*4.45*2.78,No,,GIA,6352175573,,,817.000,-57.000,,,62.30,57.00,,,3.50,Faceted,NON,,15.50,36.00,43.50,41.00,GIA 6352175573,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352175573&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-231A,G,OV,0.30,G,SI2,G,EX,VG,N,N,4.86*3.78*2.40,No,,GIA,2347752417,,,689.000,-47.000,,,63.50,58.00,,,,Faceted,NON,,,,,,GIA 2347752417,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347752417&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-29A,G,R,0.80,L,SI1,EX,EX,EX,N,N,5.91*5.87*3.73,No,,GIA,1355158688,,,1188.000,-46.000,,,63.40,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 1355158688,,"Crystal, Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1355158688&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-282A,G,R,0.30,E,VVS1,EX,EX,EX,N,N,4.30*4.28*2.67,No,,GIA,6345985925,,,1988.000,-29.000,,,62.30,56.00,,,3.50,Faceted,NON,,15.50,35.50,43.50,41.00,GIA 6345985925,,"Feather, Manufacturing Remnant","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345985925&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-456A,G,R,0.30,D,SI2,EX,EX,EX,N,N,4.34*4.31*2.66,No,,GIA,2346910382,,,1242.000,-31.000,,,61.60,59.00,,,4.00,Faceted,NON,,13.00,32.50,44.50,41.80,GIA 2346910382,,"Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346910382&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
215-267A,G,OV,1.00,L,SI2,VG,G,,N,N,7.69*5.76*3.39,No,,IGI,407973568,,,2500.000,0.000,,,58.90,64.50,,,5.80,,Pointed,,11.50,34.10,41.50,38.30,,,,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.igiworldwide.com/search_report.aspx,,,,,,,,,1,
228-35A,G,R,0.34,J,VS1,EX,EX,EX,S,B,4.48*4.46*2.80,No,,GIA,6342942450,,,867.000,-49.000,,,62.60,56.00,,,3.50,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 6342942450,,"Crystal, Pinpoint, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342942450&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-5A,G,OV,1.01,N,VS2,VG,EX,VG,N,N,7.49*5.50*3.56,No,,GIA,2354103711,,,1133.000,-48.500,,,64.70,60.00,,,,Faceted,NON,,,,,,GIA 2354103711,Additional pinpoints are not shown.,"Feather, Indented Natural, Needle, Pinpoint, Cloud, Natural","GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2354103711&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-243A,G,R,0.31,I,VVS1,EX,EX,EX,F,N,4.32*4.30*2.69,No,,GIA,2356001059,,,1113.000,-47.000,,,62.30,58.00,,,3.50,Faceted,NON,,15.50,36.00,43.00,41.00,GIA 2356001059,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356001059&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
