Stock Num,Availability,Lab,Certificate Num,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Price Per Cts,Total Price,Shade,Milky,Eye Clean,Black in Center,Black in Side,White in Center,White in Side,Open in Table,Open in Crown,Open in Pavilion,HA,Type 2A,Measurements,Width,Length,Depth,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,ImageName1,ImageName2,ImageName3,VideoLink,Diamond Url,Key to symbols,City,State,Country,Star Length,Lower Half,Color Description,Lab Location,Origin,Report Type,Report Issue Date,RapLab Report ID,Treatment,Full Shape Description
241-23A,G,GIA,1359170758,RBC,1.00,K,I1,EX,EX,EX,F,N,2233.000,2233.000,White,None,,NV,NV,WC1,WT0,TO0,CO2,PO2,,,6.37*6.33*3.98,6.33,6.37,3.98,,,,62.70,57.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,41.00,GIA 1359170758,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cloud, Indented Natural, Cavity, Needle",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
217-35A,G,IGI,407914617,RBC,1.19,M,SI2,EX,EX,EX,N,N,1120.000,1332.800,Other,None,,NV,NV,WC2,NV,TO0,CO1,PO1,,,6.71*6.76*4.24,6.76,6.71,4.24,,,,62.90,56.00,,,3.60,Faceted,Pointed,,16.50,36.50,43.00,40.70,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,Q-R,INDIA,,,,,,
222-484A,G,GIA,1343852614,RBC,0.30,I,SI1,VG,VG,VG,F,N,975.000,292.500,White,None,,BC1,BT1,WC2,WT1,TO0,CO1,NV,,,4.21*4.18*2.70,4.18,4.21,2.70,,,,64.30,56.00,,,5.00,Faceted,NON,,16.50,37.50,42.50,40.60,GIA 1343852614,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather, Cavity, Indented Natural",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
227-167A,G,IGI,407914604,OV,1.00,M,SI2,VG,VG,,F,N,646.000,646.000,Other,None,,BC1,BT1,WC2,WT1,TO0,CO3,PO3,,,7.95*5.33*3.41,5.33,7.95,3.41,,,,64.00,62.50,,,7.30,Faceted,Pointed,,15.00,41.50,41.50,38.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,"M, Faint Brown",INDIA,,,,,,
225-35A,G,GIA,3355077798,RBC,1.00,K,I1,EX,EX,EX,F,N,1608.000,1608.000,Other,None,,BC1,BT2,WC1,WT1,TO0,CO0,PO0,,,6.39*6.35*4.00,6.35,6.39,4.00,"K,FB",,,62.80,55.00,,,3.50,Faceted,NON,,16.50,36.00,43.00,40.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather, Crystal, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-80A,G,GIA,7351067187,RBC,0.62,L,VS2,EX,EX,EX,S,B,952.000,590.240,White,None,,BC1,BT0,WC1,WT1,TO0,CO0,PO0,,,5.46*5.42*3.39,5.42,5.46,3.39,,,,62.30,57.00,,,4.00,Faceted,NON,,14.50,34.00,43.50,41.00,GIA 7351067187,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
224-6C,G,GIA,2347850997,PB,0.50,G,SI2,VG,EX,VG,F,N,1121.000,560.500,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,6.91*4.49*2.68,4.49,6.91,2.68,,,,59.60,59.00,,,,Faceted,NON,,,,,,GIA 2347850997,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-185A,G,GIA,2347783101,RBC,0.36,H,VS2,EX,EX,EX,N,N,1188.000,427.680,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.58*4.56*2.82,4.56,4.58,2.82,,,,61.80,57.00,,,3.50,Faceted,NON,,15.50,36.00,42.50,40.60,GIA 2347783101,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
222-353B,G,GIA,1345798277,RBC,0.30,I,VS2,G,EX,VG,N,N,1020.000,306.000,White,NV,,BC0,BT1,WC0,WT1,TO0,CO0,PO3,,,4.24*4.19*2.62,4.19,4.24,2.62,,,,62.20,63.00,,,6.50,Faceted,NON,,12.00,32.50,44.00,41.40,GIA 1345798277,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
232-146A,G,GIA,2344985818,RBC,0.33,G,VVS1,EX,EX,EX,N,N,1496.000,493.680,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.40*4.37*2.76,4.37,4.40,2.76,,,,62.90,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 2344985818,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-370A,G,GIA,5353098310,RBC,0.30,M,VS2,VG,EX,VG,N,N,583.000,174.900,White,None,,NV,BT0,WC1,WT1,TO0,CO0,PO0,,,4.32*4.28*2.59,4.28,4.32,2.59,,,,60.20,57.00,,,4.00,Faceted,NON,,14.50,33.50,41.50,40.00,GIA 5353098310,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,50,70,,INDIA,,,,,,
221-356A,G,GIA,1343828199,RBC,0.33,J,VVS2,EX,EX,EX,F,N,833.000,274.890,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.40*4.38*2.78,4.38,4.40,2.78,,,,63.20,57.00,,,3.50,Faceted,NON,,16.00,36.00,44.00,41.40,GIA 1343828199,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
215-288A,G,GIA,6341294013,OV,0.53,E,SI1,EX,EX,VG,M,B,1426.000,755.780,White,None,,NV,BT1,WC1,WT1,TO0,CO1,PO0,,,6.31*4.59*2.81,4.59,6.31,2.81,,,,61.20,57.00,,,,Faceted,NON,,,,,,GIA 6341294013,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
236-87A,G,GIA,7351143527,RBC,0.50,M,SI2,EX,EX,EX,M,B,741.000,370.500,Brown,None,,BC1,BT1,WC2,WT1,TO0,CO0,PO0,,,5.08*5.05*3.19,5.05,5.08,3.19,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 7351143527,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
232-255A,G,GIA,2356080637,PR,0.30,G,SI1,EX,EX,VG,F,N,689.000,206.700,White,None,,BC0,BT1,WC1,WT1,TO0,CO0,PO0,,,3.72*3.65*2.51,3.65,3.72,2.51,,,,68.90,71.00,,,,Faceted,NON,,,,,,GIA 2356080637,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
205-90A,G,GIA,1343956737,OV,1.29,L,I1,EX,EX,VG,S,B,1326.000,1710.540,,,,,,,,,,,,,8.19*6.15*3.89,6.15,8.19,3.89,,,,63.30,59.00,,,,Faceted,NON,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Twinning Wisp, Cloud, Needle, Extra Facet",MUMBAI,,INDIA,,,,INDIA,,,,,,
232-209A,G,GIA,6351026907,RBC,0.33,H,VS2,EX,EX,EX,N,N,1224.000,403.920,,,,,,,,,,,,,4.42*4.40*2.77,4.40,4.42,2.77,,,,62.80,56.00,,,3.50,Faceted,VSM,,16.50,36.50,43.00,40.80,GIA 6351026907,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
232-175A,G,GIA,7352079915,RBC,0.35,J,VVS2,EX,EX,EX,N,N,986.000,345.100,White,None,,BC0,BT0,NV,WT0,TO0,CO0,PO0,,,4.51*4.48*2.83,4.48,4.51,2.83,,,,62.90,56.00,,,4.00,Faceted,NON,,15.00,34.50,44.00,41.40,GIA 7352079915,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
226-25B,G,GIA,7341955084,RBC,0.56,E,VVS1,EX,EX,EX,N,N,3128.000,1751.680,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.33*5.30*3.33,5.30,5.33,3.33,,,,62.50,54.00,,,3.00,Faceted,NON,,16.00,35.00,43.50,41.00,GIA 7341955084,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Surface Graining",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
220-13A,G,GIA,3345852538,RBC,0.30,F,VS2,VG,EX,VG,F,N,1200.000,360.000,White,None,,BC1,BT1,WC0,WT1,TO0,CO2,PO3,,,4.22*4.17*2.69,4.17,4.22,2.69,,,,64.20,58.00,,,5.50,Faceted,NON,,14.50,35.00,44.00,41.40,GIA 3345852538,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-79B,G,GIA,2356143541,RBC,0.50,K,VVS1,EX,EX,EX,S,B,1188.000,594.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.18*5.14*3.07,5.14,5.18,3.07,,,,59.50,61.00,,,3.50,Faceted,NON,,12.00,32.50,43.50,41.20,GIA 2356143541 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
215-20A,G,GIA,6342307791,PB,0.33,I,VVS2,EX,EX,VG,N,N,949.000,313.170,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,5.83*3.84*2.36,3.84,5.83,2.36,,,,61.60,58.00,,,,Faceted,NON,,,,,,GIA 6342307791,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Needle, Pinpoint, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
215-458A,G,IGI,400945516,OV,1.04,E,SI2,VG,VG,VG,M,N,1862.000,1936.480,,,,,,,,,,,,,7.97*5.92*3.45,5.92,7.97,3.45,,,,58.30,58.50,,,3.70,Faceted,Pointed,,13.50,36.20,41.00,38.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,E,INDIA,,,,,,
222-321A,G,GIA,2347827774,PB,0.41,H,SI2,EX,EX,VG,F,N,845.000,346.450,White,None,,BC1,NV,WC2,WT2,TO1,CO1,PO1,,,6.54*4.20*2.48,4.20,6.54,2.48,,,,59.10,60.00,,,,Faceted,NON,,,,,,GIA 2347827774,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Knot",MUMBAI,,INDIA,,,,INDIA,,,,,,
241-14A,G,GIA,2356230197,RBC,0.51,L,SI2,EX,EX,EX,N,N,915.000,466.650,White,None,,BC0,BT1,WC0,WT2,TO0,CO0,PO0,,,5.16*5.14*3.13,5.14,5.16,3.13,,,,60.70,60.00,,,4.00,Faceted,NON,,13.00,33.00,44.00,41.40,GIA 2356230197,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-135A,G,GIA,2356143055,RBC,0.40,J,SI1,VG,EX,VG,F,N,864.000,345.600,Other,None,,BC1,BT1,WC1,WT1,TO0,CO2,PO2,,,4.70*4.65*2.96,4.65,4.70,2.96,,,,63.20,57.00,,,4.00,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 2356143055,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
227-52A,G,GIA,2348937798,PB,0.96,L,I1,EX,EX,VG,F,N,1014.000,973.440,Brown,None,,NV,BT1,WC2,NV,TO0,CO1,PO0,,,8.41*5.71*3.36,5.71,8.41,3.36,,,,58.90,60.00,,,,Faceted,NON,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Twinning Wisp, Cavity, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
229-233A,G,GIA,2356001634,RBC,0.35,F,VS2,EX,EX,EX,M,B,1200.000,420.000,White,None,,BC0,BT0,WC1,WT1,TO0,CO1,PO1,,,4.50*4.47*2.83,4.47,4.50,2.83,,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2356001634,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
217-123A,G,GIA,2344367640,RBC,1.01,M,SI1,VG,EX,VG,M,B,1280.000,1292.800,Other,None,,BC1,BT1,WC1,WT1,TO0,CO3,PO3,,,6.31*6.27*4.05,6.27,6.31,4.05,"U-V,LB",,,64.50,60.00,,,5.50,Faceted,NON,,13.50,34.00,45.50,42.40,GIA 2344367640,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud, Indented Natural, Needle, Natural",MUMBAI,,INDIA,50,75,Light Brown,INDIA,,,,,,
223-24A,G,GIA,1343477921,PR,1.20,I,VVS2,EX,EX,EX,F,N,2496.000,2995.200,Other,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.89*5.82*4.07,5.82,5.89,4.07,,,,69.90,73.00,,,,Faceted,NON,,,,,,GIA 1343477921,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
231-159A,G,GIA,2357160342,RBC,0.24,E,VVS1,EX,EX,EX,N,N,1612.000,386.880,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.00*3.98*2.49,3.98,4.00,2.49,,,,62.50,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.00,GIA 2357160342,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-304A,G,GIA,7341812199,RBC,0.40,M,VS2,EX,EX,EX,N,N,780.000,312.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.73*4.70*2.93,4.70,4.73,2.93,,,,62.20,56.00,,,4.00,Faceted,NON,,15.00,35.00,43.00,41.00,GIA 7341812199,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
210-42A,G,GIA,7343111158,OV,1.51,L,VS2,EX,EX,VG,N,N,2112.000,3189.120,,,,,,,,,,,,,8.98*6.87*3.85,6.87,8.98,3.85,,,,56.00,57.00,,,,Faceted,NON,,,,,,GIA 7343111158,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Knot, Cavity, Feather, Cloud, Needle, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
209-102A,G,GIA,7342111526,RBC,1.10,H,SI1,EX,EX,EX,N,N,3717.000,4088.700,,,,,,,,,,,,,6.60*6.57*4.11,6.57,6.60,4.11,,,,62.50,58.00,,,3.50,Faceted,NON,,15.50,36.50,43.50,41.00,GIA 7342111526,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Feather, Needle, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
228-181A,G,GIA,1343890433,RBC,0.40,E,VS2,EX,EX,VG,N,N,1575.000,630.000,White,None,,BC0,BT0,WC1,WT0,TO0,NV,NV,,,4.69*4.63*2.95,4.63,4.69,2.95,,,,63.30,55.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 1343890433,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,45,75,,INDIA,,,,,,
222-250A,G,GIA,2346766400,OV,0.50,E,VS1,VG,EX,VG,F,N,1652.000,826.000,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO1,,,5.99*4.30*2.87,4.30,5.99,2.87,,,,66.80,56.00,,,,Faceted,NON,,,,,,GIA 2346766400,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Indented Natural, Pinpoint, Needle",MUMBAI,,INDIA,,,,INDIA,,,,,,
236-59A,G,GIA,3355143305,RBC,0.59,D,SI1,EX,EX,EX,M,B,1768.000,1043.120,White,None,,BC1,BT0,WC1,WT1,TO0,CO1,PO1,,,5.35*5.31*3.36,5.31,5.35,3.36,,,,63.00,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 3355143305,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-58D,G,GIA,2356143377,RBC,0.30,J,VS1,VG,EX,VG,N,N,784.000,235.200,Other,None,,BC0,BT0,NV,NV,TO0,CO0,PO0,,,4.32*4.31*2.63,4.31,4.32,2.63,,,,60.90,59.00,,,4.50,Faceted,NON,,12.50,32.00,44.00,41.40,GIA 2356143377,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
226-17B,G,GIA,2347851486,RBC,0.60,I,SI1,EX,EX,EX,VS,B,1325.000,795.000,Brown,None,,BC0,BT0,WC1,WT0,TO0,CO0,NV,,,5.38*5.35*3.40,5.35,5.38,3.40,,,,63.40,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 2347851486,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cavity",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
218-146A,G,GIA,6345664879,OV,0.90,H,SI2,VG,EX,VG,N,N,1836.000,1652.400,White,None,,BC1,BT1,WC2,WT2,NV,CO1,PO0,,,7.03*5.42*3.44,5.42,7.03,3.44,,,,63.50,60.00,,,,Faceted,NON,,,,,,GIA 6345664879,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
231-307A,G,GIA,2344971992,RBC,0.35,D,SI1,EX,EX,EX,N,N,1200.000,420.000,White,None,,BC0,BT2,WC0,WT1,TO0,CO0,NV,,,4.52*4.49*2.82,4.49,4.52,2.82,,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 2344971992,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Needle",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-208A,G,GIA,1347827273,RBC,0.31,D,VVS1,EX,EX,EX,N,N,1876.000,581.560,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.33*4.30*2.66,4.30,4.33,2.66,,,,61.70,59.00,,,4.00,Faceted,NON,,14.50,35.50,43.00,40.80,GIA 1347827273,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
221-297A,G,GIA,1349766190,RBC,0.50,K,I1,G,VG,VG,N,N,924.000,462.000,Brown,None,,BC1,BT1,WC2,WT1,TO0,CO1,PO1,,,4.94*4.89*3.13,4.89,4.94,3.13,,,,63.60,57.00,,,5.50,Faceted,NON,,18.00,40.00,40.00,38.80,GIA 1349766190,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-430A,G,GIA,7343753179,EM,0.50,F,SI1,VG,EX,VG,N,N,1210.000,605.000,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,5.00*4.02*2.78,4.02,5.00,2.78,,,,69.20,63.00,,,,Faceted,NON,,,,,,GIA 7343753179,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
225-107C,G,GIA,6355026353,RBC,0.30,E,VVS1,EX,EX,VG,N,N,1534.000,460.200,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.35*4.31*2.60,4.31,4.35,2.60,,,,60.00,59.00,,,3.50,Faceted,NON,,14.00,34.00,42.50,40.60,GIA 6355026353,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
227-86A,G,IGI,407914610,RBC,1.00,G,SI2,EX,EX,EX,N,N,2632.000,2632.000,White,None,,BC0,BT1,WC2,WT1,TO0,CO0,PO0,,,6.39*6.45*4.00,6.45,6.39,4.00,,,,62.30,57.50,,,3.70,Faceted,Pointed,,14.50,34.20,44.00,41.40,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,G,INDIA,,,,,,
235-44A,G,GIA,6352233335,RBC,0.80,J,VS1,VG,EX,EX,S,B,1860.000,1488.000,White,None,,BC0,BT0,WC0,WT1,TO0,CO0,PO1,,,5.82*5.78*3.74,5.78,5.82,3.74,,,,64.50,58.00,,,5.00,Faceted,NON,,15.50,36.50,44.00,41.40,GIA 6352233335,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Indented Natural, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
214-103A,G,GIA,7348939700,OV,0.90,G,SI2,VG,EX,VG,N,N,2318.000,2086.200,Brown,None,,BC2,BT1,WC2,WT1,TO0,CO1,NV,,,7.59*5.47*3.25,5.47,7.59,3.25,,,,59.40,59.00,,,,Faceted,NON,,,,,,GIA 7348939700,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
221-395A,G,GIA,6342766311,RBC,0.30,I,SI2,VG,EX,VG,F,N,826.000,247.800,White,None,,BC1,BT1,WC1,WT1,TO1,CO0,PO0,,,4.29*4.25*2.61,4.25,4.29,2.61,,,,61.10,59.00,,,5.00,Faceted,NON,,14.00,34.50,42.00,40.20,GIA 6342766311,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Knot",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
222-48A,G,GIA,1345753209,MQ,0.40,H,VS1,VG,EX,VG,N,N,1254.000,501.600,White,None,,BC0,BT0,NV,WT0,TO0,NV,PO0,,,6.84*3.94*2.38,3.94,6.84,2.38,,,,60.50,58.00,,,,Faceted,NON,,,,,,GIA 1345753209,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Needle",MUMBAI,,INDIA,,,,INDIA,,,,,,
228-211A,G,GIA,6352097472,OV,0.30,J,VVS2,G,EX,VG,F,N,671.000,201.300,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,NV,,,4.70*3.69*2.48,3.69,4.70,2.48,,,,67.40,58.00,,,,Faceted,NON,,,,,,GIA 6352097472,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Pinpoint, Cloud, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-306A,G,GIA,6341812726,RBC,0.40,M,VVS1,EX,EX,EX,N,N,810.000,324.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.72*4.69*2.94,4.69,4.72,2.94,,,,62.50,55.00,,,3.50,Faceted,NON,,16.50,36.00,42.50,40.60,GIA 6341812726,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
